level,series,method,lead_months,n,correlation,rmse,mae,r2,slope,variance_ratio
AM-IMF,IMF2_AMIMF5,Strength component NN,9,129,0.9993774894961275,0.014328790163128205,0.011733526356962782,0.9959243914421156,0.9668742516429634,0.9360108088884055
AM-IMF,IMF2_AMIMF5,Strength component NN,12,129,0.9986934840963095,0.02057589229643007,0.0168439338860848,0.9922168692090544,0.9963741548311927,0.9953606664322374
AM-IMF,IMF3_AMIMF1,Strength component NN,1,129,0.9114930558681799,0.143714414602377,0.11476363192325592,0.8105986870097157,0.8885455445550507,0.9502823397523184
AM-IMF,IMF3_AMIMF1,Strength component NN,3,129,0.8284059378554717,0.197538651634982,0.16166979742377466,0.6429270429081124,0.8391692001245996,1.0261542895908238
AM-IMF,IMF3_AMIMF1,Strength component NN,6,129,0.7301181840402428,0.2580489776480476,0.20622025426293505,0.3877530384145136,0.8113209758707061,1.234806988743759
AM-IMF,IMF3_AMIMF1,Strength component NN,9,129,0.6872804511181356,0.2717001355867039,0.21357328991121494,0.3192596068588094,0.7411121113711815,1.1627861201718996
AM-IMF,IMF3_AMIMF1,Strength component NN,12,129,0.6575784967954347,0.27232674239115007,0.21446845800055908,0.3212555351622922,0.6449753886981242,0.9620354589764913
AM-IMF,IMF3_AMIMF2,Strength component NN,1,129,0.9953089387232409,0.05591015519412374,0.043126966512895534,0.984819405795424,0.9242120925513451,0.8622386461952707
AM-IMF,IMF3_AMIMF2,Strength component NN,3,129,0.9920442073211906,0.06862444890819122,0.0546441378686421,0.9770402793452215,0.9086207775277014,0.8388866366542616
AM-IMF,IMF3_AMIMF2,Strength component NN,6,129,0.9780210966863307,0.1143544751559232,0.09321032411714769,0.9365737051052173,0.8199353842620675,0.7028502628928522
AM-IMF,IMF3_AMIMF2,Strength component NN,9,129,0.954032630815396,0.15021721261893933,0.12366714546573487,0.8924158795245505,0.7905460621382836,0.6866381052748853
AM-IMF,IMF3_AMIMF2,Strength component NN,12,129,0.9174018885957672,0.19245975977729737,0.15833373701092326,0.8289061536463829,0.7389908114052973,0.6488716760368075
AM-IMF,IMF3_AMIMF3,Strength component NN,1,129,0.9994966300631033,0.008385177178252465,0.006330667843546394,0.9989760935497819,1.0003649975733686,1.0017383645028566
AM-IMF,IMF3_AMIMF3,Strength component NN,3,129,0.9986172219051114,0.014383412211172087,0.009792117089697556,0.9969936455247769,0.9833814316275363,0.9697189982721343
AM-IMF,IMF3_AMIMF3,Strength component NN,6,129,0.9949000323050948,0.027732996085433,0.016082302440040167,0.9889878630464749,0.9738720708686117,0.9581752138699263
AM-IMF,IMF3_AMIMF3,Strength component NN,9,129,0.988158186098765,0.043645930546396025,0.025186992279545396,0.9738125934416981,0.946246346115036,0.9169707561448813
AM-IMF,IMF3_AMIMF3,Strength component NN,12,129,0.976914494703517,0.06659202300564258,0.039106732912949436,0.943751893446675,0.8807695171136787,0.8128519358559185
AM-IMF,IMF3_AMIMF4,Strength component NN,1,129,0.9959060061132209,0.018980059545505124,0.01649485543922662,0.9837446329278342,0.9023413567698731,0.8209279124503963
AM-IMF,IMF3_AMIMF4,Strength component NN,3,129,0.9958997126655904,0.021233054482141387,0.018859446574032285,0.9788812225078022,0.8788174896186994,0.7786928169884694
